MGI:1194500	Ablim1	actin-binding LIM protein
MGI:2135738	Abo	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
MGI:107771	Abr	active BCR-related gene
MGI:1920362	Abracl	ABRA C-terminal like
MGI:1353636	Abt1	activator of basal transcription
MGI:5618620	Aca15	ACMaster abnormality
MGI:5702325	Aca71	AC-Master abnormality
MGI:1098623	Acaa2	acetyl-CoA acyltransferase
MGI:108451	Acaca	acetyl-Coenzyme A carboxylase alpha
MGI:102808	Acadm-ps2	acyl-Coenzyme A dehydrogenase, medium chain, pseudogene
MGI:99602	Acan	aggrecan
MGI:1919717	Accs	1-aminocyclopropane-1-carboxylate synthase (inactive)
MGI:87873	Acd	adrenocortical dysplasia
MGI:87876	Ache	acetylcholinesterase
MGI:109562	Ackr3	atypical chemokine receptor
MGI:103251	Acly	ATP citrate lyase
MGI:2386323	Acmsd	amino carboxymuconate semialdehyde decarboxylase
MGI:2140197	Acnat1	acyl-coenzyme A amino acid N-acyltransferase
MGI:87879	Aco1	aconitase
MGI:1349396	Acot1	acyl-CoA thioesterase
MGI:1928480	Acp3	acid phosphatase
MGI:87884	Acr	acrosin prepropeptide
MGI:1859515	Acrbp	proacrosin binding protein
MGI:104590	Acrv1	acrosomal vesicle protein
MGI:87896	act	adult cataract
MGI:104589	Actg2	actin, gamma 2, smooth muscle, enteric
MGI:1343051	Actl7a	actin-like
MGI:2137706	Actn1	actinin, alpha
MGI:109192	Actn2	actinin alpha
MGI:1891654	Actr10	ARP10 actin-related protein
MGI:1858964	Actr1a	ARP1 actin-related protein 1A, centractin alpha
MGI:1913963	Actr2	ARP2 actin-related protein
MGI:1921367	Actr3	ARP3 actin-related protein
MGI:1924748	Actr5	ARP5 actin-related protein
MGI:1914269	Actr6	ARP6 actin-related protein
MGI:1860775	Actr8	ARP8 actin-related protein
MGI:102806	Acvr2a	activin receptor IIA
MGI:1918920	Acy3	aminoacylase
MGI:1913454	Acyp1	acylphosphatase
MGI:103258	Adad1	adenosine deaminase domain containing
MGI:102518	Adam3	ADAM metallopeptidase domain
MGI:104730	Adam5	a disintegrin and metallopeptidase domain
MGI:1917650	Adamdec1	ADAM-like, decysin
MGI:1913798	Adamtsl5	ADAMTS-like
MGI:1889336	Adck2	aarF domain containing kinase
MGI:102891	Adcy7	adenylate cyclase
MGI:1351615	Add3	adducin
MGI:103299	Adfp-ps	adipose differentiation related protein, pseudogene
MGI:3605549	Adgb	androglobin
MGI:106912	Adgre1	adhesion G protein-coupled receptor E1
MGI:106674	Adh5-ps1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene
MGI:2144929	Adi1	acireductone dioxygenase
MGI:2675492	Adig	adipogenin
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing
MGI:108058	Adm	adrenomedullin
MGI:1338758	Adnp	activity-dependent neuroprotective protein
MGI:2448562	Adnp2	ADNP homeobox
MGI:2685083	Ado	2-aminoethanethiol dioxygenase
MGI:1919391	Adpgk	ADP-dependent glucokinase
MGI:1098234	Adprh	ADP-ribosylarginine hydrolase
MGI:2442168	Adprhl1	ADP-ribosylhydrolase like
MGI:1913608	Adprm	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
MGI:2140364	Adprs	ADP-ribosylserine hydrolase
MGI:104773	Adra1a	adrenergic receptor, alpha
MGI:103202	Adsl	adenylosuccinate lyase
MGI:1924596	Adtrp	androgen dependent TFPI regulating protein
MGI:1197012	Aebp1	AE binding protein
MGI:3053433	AF357426	snoRNA AF357426
MGI:1314653	Afdn	afadin, adherens junction formation factor
MGI:106927	Aff3	AF4/FMR2 family, member
MGI:2148801	Afg1l	AFG1 like ATPase
MGI:1927170	Afg2a	AFG2 AAA ATPase homolog A
MGI:2429409	Afm	afamin
MGI:1923012	Aftph	aftiphilin
MGI:87955	ag	agitans
MGI:104873	Aga	aspartylglucosaminidase
MGI:893592	Ager	advanced glycosylation end product-specific receptor
MGI:1333754	Agfg1	ArfGAP with FG repeats
MGI:1917173	Agk	acylglycerol kinase
MGI:1924809	Agl	amylo-1,6-glucosidase, 4-alpha-glucanotransferase
MGI:5811082	Aglna	angelina
MGI:1923236	Agmat	agmatinase
MGI:2442495	Agmo	alkylglycerol monooxygenase
MGI:1924100	Ago4	argonaute RISC catalytic subunit
MGI:1196345	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase
MGI:2443065	Agps	alkylglycerone phosphate synthase
MGI:1344405	Agr2	anterior gradient
MGI:87961	Agrn	agrin
MGI:87963	Agt	angiotensinogen
MGI:2159437	Agtpbp1	ATP/GTP binding protein
MGI:1339977	Agtrap	angiotensin II, type I receptor-associated protein
MGI:1329033	Agxt	alanine-glyoxylate aminotransferase
MGI:1915033	Ahctf1	AT hook containing transcription factor
MGI:3643647	Ahcyl	adenosylhomocysteinase like
MGI:1921590	Ahcyl2	S-adenosylhomocysteine hydrolase-like
MGI:87971	Ahi1	Abelson helper integration site
MGI:1316648	Ahnak	AHNAK nucleoprotein
MGI:1916133	Ahsa2	AHA1, activator of heat shock protein ATPase
MGI:107189	Ahsg	alpha-2-HS-glycoprotein
MGI:1342279	Aicda	activation-induced cytidine deaminase
MGI:1343098	Aif1	allograft inflammatory factor
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated
MGI:1913503	Aig1	androgen-induced
MGI:2686159	Aim2	absent in melanoma
MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein
MGI:109622	Aip	aryl-hydrocarbon receptor-interacting protein
MGI:1338803	Aire	autoimmune regulator
MGI:1353471	Airn	antisense Igf2r RNA
MGI:2685419	Ajap1	adherens junction associated protein
MGI:2685842	Ajm1	apical junction component
MGI:1341886	Ajuba	ajuba LIM protein
MGI:6723883	Akap17a	A-kinase anchoring protein
MGI:102794	Akap4	A kinase anchor protein
MGI:1889364	Akirin2	akirin
MGI:3584453	Aknad1	AKNA domain containing
MGI:1914033	Aknaos	AT-hook transcription factor, opposite strand
MGI:101918	Akr1b7	aldo-keto reductase family 1, member B7
MGI:1914855	Akt1s1	AKT1 substrate
MGI:104874	Akt2	thymoma viral proto-oncogene
MGI:3693832	Aktip	AKT interacting protein
MGI:96853	Alad	aminolevulinate, delta-, dehydratase
MGI:87989	Alas1	aminolevulinic acid synthase
MGI:1923342	Albfm1	albumin superfamily member
MGI:1313266	Alcam	activated leukocyte cell adhesion molecule
MGI:2441982	Aldh5a1	aldhehyde dehydrogenase family 5, subfamily A1
MGI:101863	Aldoc	aldolase C, fructose-bisphosphate
MGI:105040	Aldr4	aldehyde reductase
MGI:2384774	Alg1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
MGI:2146159	Alg10b	ALG10 alpha-1,2-glucosyltransferase
MGI:2142632	Alg11	ALG11 alpha-1,2-mannosyltransferase
MGI:2385025	Alg12	ALG12 alpha-1,6-mannosyltransferase
MGI:1914039	Alg14	asparagine-linked glycosylation
MGI:1914731	Alg2	ALG2 alpha-1,3/1,6-mannosyltransferase
MGI:1098592	Alg3	ALG3 alpha-1,3- mannosyltransferase
MGI:1913498	Alg5	ALG5 dolichyl-phosphate beta-glucosyltransferase
MGI:2444031	Alg6	ALG6 alpha-1,3-glucosyltransferase
MGI:2141959	Alg8	ALG8 alpha-1,3-glucosyltransferase
MGI:1924753	Alg9	ALG9 alpha-1,2-mannosyltransferase
MGI:3645495	Alkal1	ALK and LTK ligand
MGI:1913650	Alkbh7	alkB homolog
MGI:2136971	Allc	allantoicase
MGI:1934606	Alms1	ALMS1, centrosome and basal body associated
MGI:3641286	Alo1	alopecia
MGI:107505	Alox5ap	arachidonate 5-lipoxygenase activating protein
MGI:88000	alp	alopecia, recessive
MGI:88043	Alph1	alphaprotein
MGI:1918731	Alpk1	alpha-kinase
MGI:108009	Alppl2	alkaline phosphatase, placental-like
MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor
MGI:2447532	Als2cl	ALS2 C-terminal like
MGI:3801721	Altre	aging liver Treg-expressed non-protein coding RNA
MGI:104621	Alx1	ALX homeobox
MGI:108359	Alx4	aristaless-like homeobox
MGI:1341044	Alyref	Aly/REF export factor
MGI:88001	am	amputated
MGI:3027996	am3	absence of third molars
MGI:1098273	Amacr	alpha-methylacyl-CoA racemase
MGI:104655	Ambn	ameloblastin
MGI:2443564	Ambra1	autophagy/beclin 1 regulator
MGI:1919011	Amdhd1	amidohydrolase domain containing
MGI:1310005	Amd-ps1	S-adenosylmethionine decarboxylase, pseudogene
MGI:88005	Amelx	amelogenin, X-linked
MGI:105062	Amhr2	anti-Mullerian hormone type 2 receptor
MGI:5049973	amiko	amiko
MGI:1860206	Ammecr1	AMMECR nuclear protein
MGI:2442711	Ammecr1l	AMME chromosomal region gene 1-like
MGI:1934943	Amn	amnionless
MGI:2442933	Amn1	antagonist of mitotic exit network
MGI:108440	Amot	angiomotin
MGI:1922973	Amotl1	angiomotin-like
MGI:103574	Amph	amphiphysin
MGI:3646700	Amt	aminomethyltransferase
MGI:1918671	Amtn	amelotin
MGI:104546	Amy2-ps1	amylase 2, pseudogene
MGI:104837	Amz2	archaelysin family metallopeptidase
MGI:103097	Anapc1	anaphase promoting complex subunit
MGI:1929722	Anapc5	anaphase-promoting complex subunit
MGI:5568094	anaya	anaya
MGI:3686745	Anb	ann boleyn
MGI:5568104	andra	andromeda
MGI:104984	Ang2	angiogenin, ribonuclease A family, member
MGI:1196310	Angel2	angel homolog
MGI:108448	Angpt1	angiopoietin
MGI:1347002	Angptl2	angiopoietin-like
MGI:3045421	Ank	progressive ankylosis
MGI:2686021	Ankfn1	ankyrin-repeat and fibronectin type III domain containing
MGI:1097717	Ankrd1	ankyrin repeat domain
MGI:5434049	Ankrd40cl	ANKRD40 C-terminal like
MGI:1920174	Anln	anillin, actin binding protein
MGI:1918595	Ano9	anoctamin
MGI:108447	Anp32a	acidic nuclear phosphoprotein 32 family member A
MGI:3651262	Anp32b-ps1	Bacidic (leucine-rich) nuclear phosphoprotein 32 family, member B, pseudogene
MGI:2384888	Antkmt	adenine nucleotide translocase lysine methyltransferase
MGI:1916788	Antxr1	anthrax toxin receptor
MGI:88029	anx	anorexia
MGI:106008	Anxa5	annexin A5
MGI:88033	ao	apampischo
MGI:1350928	Aoah	acyloxyacyl hydrolase
MGI:1306797	Aoc3	amine oxidase, copper containing
MGI:3693918	aol	ankylotic osteoarthritis lesion
MGI:1096368	Ap1b1	adaptor protein complex AP-1, beta 1 subunit
MGI:101920	Ap2a2	adaptor-related protein complex 2, alpha 2 subunit
MGI:1306796	Apaf1	apoptotic peptidase activating factor
MGI:107765	Apbb1	amyloid beta precursor protein binding family B member
MGI:88039	Apc	APC, WNT signaling pathway regulator
MGI:1346052	Apc2	APC regulator of WNT signaling pathway
MGI:1930261	Apc-ps1	adenomatosis polyposis coli, pseudogene
MGI:88041	Apeh	acylpeptide hydrolase
MGI:1924872	Apex2	apurinic/apyrimidinic endonuclease
MGI:1915568	Aph1c	aph1 homolog C, gamma secretase subunit
MGI:1888993	Api5	apoptosis inhibitor
MGI:1926788	Apip	APAF1 interacting protein
MGI:1353624	Apln	apelin
MGI:103298	Apobec1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide
MGI:1913658	Aptx	aprataxin
MGI:103201	Aqp1	aquaporin
MGI:1276102	Aqr	aquarius
MGI:88065	Araf	Araf proto-oncogene, serine/threonine kinase
MGI:2387591	Arcn1	archain
MGI:5004970	arco	arco piccolo
MGI:88068	Areg	amphiregulin
MGI:2139354	Arfgef2	ADP ribosylation factor guanine nucleotide exchange factor
MGI:106387	Arfgef3	ARFGEF family member
MGI:1277120	Arfip1	ADP-ribosylation factor interacting protein
MGI:88070	Arg1	arginase, liver
MGI:1330806	Arg2	arginase type II
MGI:107858	Arhgap39	Rho GTPase activating protein
MGI:101940	Arhgdib	Rho, GDP dissociation inhibitor beta
MGI:103264	Arhgef2	Rho/Rac guanine nucleotide exchange factor
MGI:1920591	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor
MGI:1328360	Arid3a	AT-rich interaction domain
MGI:1344361	Arih2	ariadne RBR E3 ubiquitin protein ligase
MGI:2444521	Ark2c	arkadia (RNF111) C-terminal like ring finger ubiquitin ligase
MGI:1914669	Armh4	armadillo-like helical domain containing
MGI:107188	Arnt2	aryl hydrocarbon receptor nuclear translocator
MGI:1343142	Arpc1b	actin related protein 2/3 complex, subunit
MGI:1917670	Arpin	actin-related protein 2/3 complex inhibitor
MGI:1891691	Arpp19	cAMP-regulated phosphoprotein
MGI:107562	Arpp21	cyclic AMP-regulated phosphoprotein
MGI:99473	Arrb1	arrestin, beta
MGI:1913662	Arrdc4	arrestin domain containing
MGI:1924291	Arsk	arylsulfatase K
MGI:107511	Art1	ADP-ribosyltransferase
MGI:1333791	Artn	artemin
MGI:1916115	Arv1	ARV1 homolog, fatty acid homeostasis modulator
MGI:109620	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome
MGI:1097716	Arx	aristaless related homeobox
MGI:1923469	Arxes1	adipocyte-related X-chromosome expressed sequence
MGI:4418703	As	agouti suppressor
MGI:1929882	As3mt	arsenite methyltransferase
MGI:88078	asa	anti-sarcolemmal autoantibodies
MGI:1277124	Asah1	N-acylsphingosine amidohydrolase
MGI:1914591	Ascl4	achaete-scute family bHLH transcription factor
MGI:5905289	Asdurf	Asnsd1 upstream reading frame
MGI:1913653	Asf1a	anti-silencing function 1A histone chaperone
MGI:88081	Asgr1	asialoglycoprotein receptor
MGI:1344416	Ash2l	ASH2 like histone lysine methyltransferase complex subunit
MGI:1100867	Asic2	acid-sensing ion channel
MGI:88084	Asl	argininosuccinate lyase
MGI:96090	Asmt	acetylserotonin O-methyltransferase
MGI:1917646	Asnsd1	asparagine synthetase domain containing
MGI:4457207	aspb	axonal spheroid body
MGI:1915602	Aspdh	aspartate dehydrogenase domain containing
MGI:1914186	Asph	aspartate-beta-hydroxylase
MGI:1913945	Aspn	asporin
MGI:1915105	Asprv1	aspartic peptidase, retroviral-like
MGI:1916188	Aspscr1	ASPSCR1 tether for SLC2A4, UBX domain containing
MGI:1913764	Asrgl1	asparaginase like
MGI:1913845	Aste1	asteroid homolog
MGI:3046414	Astl	astacin like metalloendopeptidase
MGI:1098567	Astn1	astrotactin
MGI:1922552	Asxl2	ASXL transcriptional regulator
MGI:88094	at	atrichosis
MGI:1916928	Atcayos	ataxia, cerebellar, Cayman type, opposite strand
MGI:1333870	Ate1	arginyltransferase
MGI:105121	Atf6b	activating transcription factor 6 beta
MGI:1196429	Atg13	autophagy related
MGI:1351352	Atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
MGI:1921241	Atl1	atlastin GTPase
MGI:107202	Atm	ataxia telangiectasia mutated
MGI:2682328	Atmin	ATM interactor
MGI:104725	Atn1	atrophin
MGI:104654	Atoh1	atonal bHLH transcription factor
MGI:2387648	Atosa	atos homolog A
MGI:1333855	Atox1	antioxidant 1 copper chaperone
MGI:1916984	Atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1
MGI:1330848	Atp8a1	ATPase phospholipid transporting 8A1
MGI:1925349	Atrip	ATR interacting protein
MGI:1341628	Atrn	attractin
MGI:103067	Atrx	ATRX, chromatin remodeler
MGI:104783	Atxn1	ataxin
MGI:1338011	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase
MGI:107789	Aup1	ancient ubiquitous protein
MGI:107168	Aurkb	aurora kinase B
MGI:1919847	Auts2	autism susceptibility candidate
MGI:4821838	avc2	atrioventricular canal
MGI:1921518	Aven	apoptosis, caspase activation inhibitor
MGI:1333798	Avil	advillin
MGI:1926187	Avl9	AVL9 cell migration associated
MGI:1347010	Avpr1b	arginine vasopressin receptor
MGI:1203498	awg	abnormal wobbly gait
MGI:88125	Axd	axial defects
MGI:1924602	Axdnd1	axonemal dynein light chain domain containing
MGI:1096327	Axin1	axin
MGI:1347244	Axl	AXL receptor tyrosine kinase
MGI:103163	Azgp1	alpha-2-glycoprotein 1, zinc
MGI:1351332	Azi2	5-azacytidine induced gene
MGI:1859169	Azin1	antizyme inhibitor
MGI:5309131	b2b134Clo	Mutant line
MGI:6161435	b2b3183Clo	Bench to Bassinet Program (B2B/CVDC), mutation 3183 Cecilia Lo
MGI:88127	B2m	beta-2 microglobulin
MGI:1349405	B3galnt1	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide
MGI:1349403	B3galt1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide
MGI:2152819	B3galt6	UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide
MGI:5593812	B3galt9	beta-1,3-galactosyltransferase
MGI:1924148	B3gat1	beta-1,3-glucuronyltransferase
MGI:2685903	B3glct	beta-3-glucosyltransferase
MGI:1889505	B3gnt2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase
MGI:1342057	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase
MGI:2384987	B4galt7	beta-1,4-galactosyltransferase
MGI:1919680	B4gat1	beta-1,4-glucuronyltransferase
MGI:1351471	B9d1	B9 protein domain
MGI:88128	ba	bare
MGI:106642	Baat	bile acid-Coenzyme A: amino acid N-acyltransferase
MGI:1333875	Babam2	BRISC and BRCA1 A complex member
MGI:1346542	Bace1	beta-site APP cleaving enzyme
MGI:99827	baf	b-associated fitness
MGI:108047	Bag1	BCL2-associated athanogene
MGI:2679272	Bahcc1	BAH domain and coiled-coil containing
MGI:2139371	Bahd1	bromo adjacent homology domain containing
MGI:2137336	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein
MGI:1914148	Baiap2l1	BAI1-associated protein 2-like
MGI:1097161	Bak1	BCL2-antagonist/killer
MGI:2448974	baln	balance
MGI:1915260	Bambi	BMP and activin membrane-bound inhibitor
MGI:1346330	Banf1	BAF nuclear assembly factor
MGI:2684961	Banf2	BANF family member
MGI:3650982	Banf2os	barrier to autointegration factor 2, opposite strand
MGI:1889023	Banp	BTG3 associated nuclear protein
MGI:1206586	Bap1	Brca1 associated protein
MGI:5704146	bapa	bate palmas
MGI:1328361	Bard1	BRCA1 associated RING domain
MGI:1859288	Barhl1	BarH like homeobox
MGI:103124	Barx1	BarH-like homeobox
MGI:2662261	baw	black and white
MGI:1913610	Bbip1	BBSome interacting protein
MGI:1920987	Bbln	bublin coiled coil protein
MGI:2386115	Bbn	bobbin
MGI:1920123	Bbof1	basal body orientation factor
MGI:1891372	Bbox1	gamma-butyrobetaine hydroxylase
MGI:1277215	Bbs1	Bardet-Biedl syndrome
MGI:1917758	Bbx	bobby sox HMG box containing
MGI:104905	Bc1	brain cytoplasmic RNA
MGI:1096385	Bcan	brevican
MGI:101917	Bcap29	B cell receptor associated protein
MGI:1918739	Bcas3os1	BCAS3 microtubule associated cell migration factor, opposite strand
MGI:104861	Bcat1	branched chain aminotransferase 1, cytosolic
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein
MGI:1922534	Bcdin3d	BCDIN3 domain containing
MGI:894278	Bche	butyrylcholinesterase
MGI:106190	Bcl11a	BCL11 transcription factor A
MGI:1330841	Bcl2l10	Bcl2-like
MGI:1197519	Bcl2l11	BCL2 like
MGI:2685412	Bcl2l15	BCLl2-like
MGI:108052	Bcl2l2	BCL2-like
MGI:2685992	Bclaf3	Bclaf1 and Thrap3 family member
MGI:1926923	Bco1	beta-carotene oxygenase
MGI:1918708	Bcor	BCL6 interacting corepressor
MGI:88141	Bcr	BCR activator of RhoGEF and GTPase
MGI:1914071	Bcs1l	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
MGI:88142	bd	bradypneic
MGI:88143	Bda	bald arthritic
MGI:3770626	bdd	bulging disc disease
MGI:1917022	Bdh2	3-hydroxybutyrate dehydrogenase, type
MGI:102845	Bdkrb2	bradykinin receptor, beta
MGI:6827186	Bdnfas	BDNF antisense RNA
MGI:1891828	Becn1	beclin 1, autophagy related
MGI:3044626	Begain	brain-enriched guanylate kinase-associated
MGI:5297604	bella	bella
MGI:1914871	Bend5	BEN domain containing
MGI:2387588	Best2	bestrophin
MGI:1343104	Bet1	Bet1 golgi vesicular membrane trafficking protein
MGI:5784924	Betalinc1	beta-cell long intergenic noncoding RNA
MGI:1276118	Bey	bulgy-eye
MGI:1914368	Bfar	bifunctional apoptosis regulator
MGI:88149	Bfo	bell flash ovulation
MGI:101770	Bfsp1	beaded filament structural protein 1, in lens-CP94
MGI:88158	Bgn	biglycan
MGI:88160	Bhd	broad headed
MGI:2671644	bhe	big heel
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40
MGI:1339972	Bhmt	betaine-homocysteine methyltransferase
MGI:3643681	Bhmt1b	betaine--homocysteine S-methyltransferase
MGI:3764933	Bhrd	bad hair day
MGI:5308748	Bhv31	behavioral mutation
MGI:6241404	bhv4	BHV4
MGI:1933388	Bicc1	BicC family RNA binding protein
MGI:1101760	Bicd1	BICD cargo adaptor
MGI:2154263	Bicra	BRD4 interacting chromatin remodeling complex associated protein
MGI:108093	Bid	BH3 interacting domain death agonist
MGI:1206591	Bik	BCL2-interacting killer
MGI:108092	Bin1	bridging integrator
MGI:1197007	Birc3	baculoviral IAP repeat-containing
MGI:2179809	Bivm	basic, immunoglobulin-like variable motif containing
MGI:2671596	blb2	blobby2
MGI:1858907	Blcap	bladder cancer associated protein
MGI:88168	Bld	blind
MGI:4821354	Blff	bluff
MGI:3847094	Blite	blite
MGI:1328362	Blm	Bloom syndrome, RecQ like helicase
MGI:1345186	Blmh	bleomycin hydrolase
MGI:5532834	blnt	blunt tail
MGI:1923165	Bloc1s6os	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin, opposite strand
MGI:3650929	Bloodlinc	Bloodlinc, erythroid developmental long intergenic non-protein coding transcript
MGI:3851197	blst	blast
MGI:1919753	Bltp2	bridge-like lipid transfer protein family member
MGI:2385271	Blvrb	biliverdin reductase B
MGI:1914504	Bmerb1	bMERB domain containing
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene
MGI:2155456	Bmp2k	BMP2 inducible kinase
MGI:103302	Bmp7	bone morphogenetic protein
MGI:1920480	Bmper	BMP-binding endothelial regulator
MGI:2446132	Bms1	BMS1, ribosome biogenesis factor
MGI:2141466	Bmt2	base methyltransferase of 25S rRNA
MGI:1101778	Bmx	BMX non-receptor tyrosine kinase
MGI:1097164	Bnc1	basonuclin
MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein
MGI:2151153	Boc	BOC cell adhesion associated, oncogene regulated
MGI:1916806	Bod1	biorientation of chromosomes in cell division
MGI:1858494	Bok	BCL2-related ovarian killer
MGI:1913412	Bola2	bolA family member
MGI:1922638	Boll	boule homolog, RNA binding protein
MGI:3665140	Bolt	lightning bolt tail
MGI:3708156	bona	bossa nova
MGI:1334460	Bop1	block of proliferation
MGI:1924994	Bora	bora, aurora kinase A activator
MGI:1913689	Borcs7	BLOC-1 related complex subunit
MGI:1098242	Bpgm	2,3-bisphosphoglycerate mutase
MGI:1915271	Bphl	biphenyl hydrolase like
MGI:3045315	Bpi	bactericidal permeablility increasing protein
MGI:1913807	Bpifb2	BPI fold containing family B, member
MGI:1338800	Bpnt1	3'(2'), 5'-bisphosphate nucleotidase
MGI:88190	Braf	Braf transforming gene
MGI:1891679	Brat1	BRCA1-associated ATM activator
MGI:104537	Brca1	breast cancer 1, early onset
MGI:2389572	Brcc3	BRCA1/BRCA2-containing complex, subunit
MGI:106557	Brd3os	bromodomain containing 3, opposite strand
MGI:3045347	Brd8dc	BRD8 domain containing
MGI:1891374	Brdt	bromodomain, testis-specific
MGI:1919558	Brf1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit
MGI:1913903	Brf2	BRF2, RNA polymerase III transcription initiation factor 50kDa subunit
MGI:1924059	Bri3bp	Bri3 binding protein
MGI:2441766	Bricd5	BRICHOS domain containing
MGI:1915082	Brix1	BRX1, biogenesis of ribosomes
MGI:1915406	Brk1	BRICK1, SCAR/WAVE actin-nucleating complex subunit
MGI:1921916	Brme1	break repair meiotic recombinase recruitment factor
MGI:3708162	bro	bolero
MGI:1918928	Brox	BRO1 domain and CAAX motif containing
MGI:1100501	Brs3	bombesin-like receptor
MGI:1923020	Brsk2	BR serine/threonine kinase
MGI:2448675	brwd	brownoid
MGI:1298392	Bscl2	BSCL2 lipid droplet biogenesis associated, seipin
MGI:1913466	Bsdc1	BSD domain containing
MGI:88208	Bsg	basigin
MGI:1277955	Bsn	bassoon
MGI:2153465	Bsnd	barttin CLCNK type accessory beta subunit
MGI:1924934	Bsph2	binder of sperm protein homolog
MGI:2177191	Bspry	B-box and SPRY domain containing
MGI:5309106	Bstk	Belly streak
MGI:2152776	Bswt	belly spot with white toes
MGI:7278799	bt3	belted
MGI:2147538	Btaf1	B-TFIID TATA-box binding protein associated factor
MGI:1916065	Btbd10	BTB domain containing
MGI:99439	Btc	betacellulin, epidermal growth factor family member
MGI:1347001	Btd	biotinidase
MGI:108384	Btg2	BTG anti-proliferation factor
MGI:88216	Btk	Bruton agammaglobulinemia tyrosine kinase
MGI:103118	Btn1a1	butyrophilin, subfamily 1, member A1
MGI:1859549	Btnl2	butyrophilin-like
MGI:3847254	Btnt	blatant
MGI:5487560	Btnt2	blatant2
MGI:1338871	Btrc	beta-transducin repeat containing protein
MGI:1100510	Bub1	BUB1, mitotic checkpoint serine/threonine kinase
MGI:1333889	Bub1b	BUB1B, mitotic checkpoint serine/threonine kinase
MGI:1343463	Bub3	BUB3 mitotic checkpoint protein
