ZFIN:ZDB-GENE-110310-8	alg10	ALG10 alpha-1,2-mannosyltransferase
ZFIN:ZDB-GENE-030131-7282	alg11	ALG11 alpha-1,2-mannosyltransferase
ZFIN:ZDB-GENE-041210-295	alg12	ALG12 alpha-1,6-mannosyltransferase
ZFIN:ZDB-GENE-060307-1	alg13	ALG13 UDP-N-acetylglucosaminyltransferase subunit
ZFIN:ZDB-GENE-041010-195	alg14	ALG14 UDP-N-acetylglucosaminyltransferase subunit
ZFIN:ZDB-GENE-060502-2	alg2	ALG2 alpha-1,3/1,6-mannosyltransferase
ZFIN:ZDB-GENE-050522-334	alg3	ALG3 alpha-1,3- mannosyltransferase
ZFIN:ZDB-GENE-030131-6586	alg5	ALG5 dolichyl-phosphate beta-glucosyltransferase
ZFIN:ZDB-GENE-040808-45	alg6	ALG6 alpha-1,3-glucosyltransferase
ZFIN:ZDB-GENE-030131-5812	alg8	ALG8 alpha-1,3-glucosyltransferase
ZFIN:ZDB-GENE-040426-1270	alg9	ALG9 alpha-1,2-mannosyltransferase
ZFIN:ZDB-GENE-031027-1	alk	ALK receptor tyrosine kinase
ZFIN:ZDB-GENE-050522-196	alkbh1	alkB homolog histone H2A dioxygenase
ZFIN:ZDB-GENE-040718-471	allc	allantoicase
ZFIN:ZDB-GENE-030131-4837	alms1	ALMS1 centrosome and basal body associated protein
ZFIN:ZDB-GENE-030131-1452	alox12	arachidonatelipoxygenase
ZFIN:ZDB-GENE-030131-9322	alox5ap	arachidonatelipoxygenase-activating protein
ZFIN:ZDB-GENE-140106-68	alpk1	alpha-kinase
ZFIN:ZDB-GENE-070402-2	als2a	alsin Rho guanine nucleotide exchange factor ALS2 a
ZFIN:ZDB-GENE-050419-191	alx1	ALX homeobox
ZFIN:ZDB-GENE-070928-29	alyref	Aly/REF export factor
ZFIN:ZDB-GENE-050522-484	amacr	alpha-methylacyl-CoA racemase
ZFIN:ZDB-GENE-090313-258	ambn	ameloblastin
ZFIN:ZDB-GENE-040426-1608	ambp	alpha-1-microglobulin/bikunin precursor
ZFIN:ZDB-GENE-111104-2	ambra1a	autophagy/beclin-1 regulator
ZFIN:ZDB-GENE-040426-760	amd1	adenosylmethionine decarboxylase
ZFIN:ZDB-GENE-160728-110	amdhd1	amidohydrolase domain containing
ZFIN:ZDB-GENE-070719-2	amer1	APC membrane recruitment protein
ZFIN:ZDB-GENE-040426-2190	amfra	autocrine motility factor receptor a
ZFIN:ZDB-GENE-050706-192	amh	anti-Mullerian hormone
ZFIN:ZDB-GENE-070117-800	amj	amanojaku
ZFIN:ZDB-GENE-040426-1533	ammecr1	AMMECR nuclear protein
ZFIN:ZDB-GENE-060810-59	amn	amnion associated transmembrane protein
ZFIN:ZDB-GENE-060825-13	amn1	antagonist of mitotic exit networkhomolog (S. cerevisiae)
ZFIN:ZDB-GENE-030131-7487	amot	angiomotin
ZFIN:ZDB-GENE-040426-1711	amph	amphiphysin
ZFIN:ZDB-GENE-041010-114	amt	aminomethyltransferase
ZFIN:ZDB-GENE-040426-2393	amy2a	amylase alpha
ZFIN:ZDB-GENE-081107-12	anapc1	anaphase promoting complex subunit
ZFIN:ZDB-GENE-061013-383	anapc11	APC11 anaphase promoting complex subunithomolog (yeast)
ZFIN:ZDB-GENE-070117-62	anc	anchor
ZFIN:ZDB-GENE-030131-9105	and1	actinodin1
ZFIN:ZDB-GENE-041105-2	and2	actinodin2
ZFIN:ZDB-GENE-040724-185	and3	actinodin3
ZFIN:ZDB-GENE-081022-5	and4	actinodin4
ZFIN:ZDB-GENE-111020-12	angel1	angel homolog(Drosophila)
ZFIN:ZDB-GENE-070117-888	angelina	angelina
ZFIN:ZDB-GENE-010817-1	angpt1	angiopoietin
ZFIN:ZDB-GENE-040724-269	angptl1a	angiopoietin-like
ZFIN:ZDB-GENE-070117-2052	anh	anhalter
ZFIN:ZDB-GENE-111215-3	ank2a	ankyrin, neuronal
ZFIN:ZDB-GENE-050913-33	ankha	ANKH inorganic pyrophosphate transport regulator a
ZFIN:ZDB-GENE-030131-4486	anln	anillin, actin binding protein
ZFIN:ZDB-GENE-050913-43	ano10a	anoctamin
ZFIN:ZDB-GENE-000201-9	anos1a	anosmin
ZFIN:ZDB-GENE-030131-7850	anp32a	acidic (leucine-rich) nuclear phosphoproteinfamily, member A
ZFIN:ZDB-GENE-130530-595	anpepa	alanyl (membrane) aminopeptidase a
ZFIN:ZDB-GENE-070117-2069	ant	anty talent
ZFIN:ZDB-GENE-040625-59	antkmt	adenine nucleotide translocase lysine methyltransferase
ZFIN:ZDB-GENE-110411-15	antxr1a	ANTXR cell adhesion molecule
ZFIN:ZDB-GENE-030707-4	anxa11a	annexin A11a
ZFIN:ZDB-GENE-061103-112	aoc1	amine oxidase copper containing
ZFIN:ZDB-GENE-070117-2079	aoi	aoi
ZFIN:ZDB-GENE-070117-695	aoo	atomos
ZFIN:ZDB-GENE-070410-115	aopep	aminopeptidase O (putative)
ZFIN:ZDB-GENE-130530-580	ap1ar	adaptor related protein complexassociated regulatory protein
ZFIN:ZDB-GENE-070117-2105	apa	apparatchik
ZFIN:ZDB-GENE-060526-175	apba1a	amyloid beta (A4) precursor protein-binding, family A, member
ZFIN:ZDB-GENE-130806-1	apcdd1	adenomatosis polyposis coli down-regulated
ZFIN:ZDB-GENE-030131-9870	apeh	acylaminoacyl-peptide hydrolase
ZFIN:ZDB-GENE-090313-116	apela	apelin receptor early endogenous ligand
ZFIN:ZDB-GENE-040426-2761	apex1	APEX nuclease (multifunctional DNA repair enzyme)
ZFIN:ZDB-GENE-031118-31	aph1b	APH1B gamma secretase subunit
ZFIN:ZDB-GENE-040912-128	apip	APAF1 interacting protein
ZFIN:ZDB-GENE-111123-1	aplf	aprataxin and PNKP like factor
ZFIN:ZDB-GENE-020919-1	apmap	adipocyte plasma membrane associated protein
ZFIN:ZDB-GENE-030131-8907	apnl	actinoporin-like protein
ZFIN:ZDB-GENE-070117-2098	apo	apollo
ZFIN:ZDB-GENE-990415-14	apoa1a	apolipoprotein A-Ia
ZFIN:ZDB-GENE-070117-2089	apt	apo tec
ZFIN:ZDB-GENE-070117-2114	aqb	aquabat
ZFIN:ZDB-GENE-040718-40	aqp10a	aquaporin
ZFIN:ZDB-GENE-040912-106	aqp8a.1	aquaporin, tandem duplicate 1
ZFIN:ZDB-GENE-040426-1189	aqr	aquarius intron-binding spliceosomal factor
ZFIN:ZDB-GENE-050102-2	araf	A-Raf proto-oncogene, serine/threonine kinase
ZFIN:ZDB-GENE-070117-2124	arc	archie
ZFIN:ZDB-GENE-021031-2	arcn1a	archain
ZFIN:ZDB-GENE-141216-239	areg	amphiregulin
ZFIN:ZDB-GENE-010724-5	arf1	ADP-ribosylation factor
ZFIN:ZDB-GENE-081107-37	arfgef3	ARFGEF family member
ZFIN:ZDB-GENE-040724-181	arg1	arginase
ZFIN:ZDB-GENE-040426-2914	arglu1a	arginine and glutamate rich
ZFIN:ZDB-GENE-050417-305	arhgap1	Rho GTPase activating protein
ZFIN:ZDB-GENE-040516-14	arhgef18a	rho/rac guanine nucleotide exchange factor (GEF)
ZFIN:ZDB-GENE-101013-2	arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF)
ZFIN:ZDB-GENE-070705-271	arhgef9a	Cdc42 guanine nucleotide exchange factor (GEF)
ZFIN:ZDB-GENE-080220-35	arid1aa	AT-rich interaction domaina
ZFIN:ZDB-GENE-030131-5213	arih1	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog(Drosophila)
ZFIN:ZDB-GENE-091118-64	ark2ca	arkadia (RNF111) C-terminal like ring finger ubiquitin ligasea
ZFIN:ZDB-GENE-050417-368	arl3a	ADP ribosylation factor like GTPase
ZFIN:ZDB-GENE-041212-33	armc1	armadillo repeat containing
ZFIN:ZDB-GENE-050113-3	armcx6l	amrmadillo repeat containing, X-linked(H. sapiens)-like
ZFIN:ZDB-GENE-040426-1281	arpp19a	cAMP-regulated phosphoprotein
ZFIN:ZDB-GENE-040718-102	arr3a	arrestin, retinal (X-arrestin)
ZFIN:ZDB-GENE-030925-15	arrdc1a	arrestin domain containing
ZFIN:ZDB-GENE-050320-118	arsa	arylsulfatase A
ZFIN:ZDB-GENE-070725-5	art4	ADP-ribosyltransferase(inactive) (Dombrock blood group)
ZFIN:ZDB-GENE-120215-193	artna	artemin a
ZFIN:ZDB-GENE-080204-35	arv1	ARV1 homolog, fatty acid homeostasis modulator
ZFIN:ZDB-GENE-091113-43	arvcfa	ARVCF delta catenin family member a
ZFIN:ZDB-GENE-990415-15	arxa	aristaless related homeobox a
ZFIN:ZDB-GENE-030616-578	as.1666	antisense RNA gene
ZFIN:ZDB-GENE-060312-15	as3mt	arsenite methyltransferase
ZFIN:ZDB-GENE-041010-191	asah1a	N-acylsphingosine amidohydrolase (acid ceramidase)
ZFIN:ZDB-GENE-050417-80	ascc1	activating signal cointegratorcomplex subunit 1
ZFIN:ZDB-GENE-980526-90	ascl1a	achaete-scute family bHLH transcription factor
ZFIN:ZDB-GENE-170731-1	asdurf	ASNSD1 upstream open reading frame
ZFIN:ZDB-GENE-070117-2133	ase	asterix
ZFIN:ZDB-GENE-031118-197	asf1ba	anti-silencing functiona histone chaperone
ZFIN:ZDB-GENE-080917-52	asgr1a	asialoglycoprotein receptor
ZFIN:ZDB-GENE-030131-6101	ash1l	ash1 (absent, small, or homeotic)-like (Drosophila)
ZFIN:ZDB-GENE-030131-494	ash2l	ash2 like, histone lysine methyltransferase complex subunit
ZFIN:ZDB-GENE-040513-2	asic1a	acid-sensing (proton-gated) ion channel
ZFIN:ZDB-GENE-040426-1152	asl	argininosuccinate lyase
ZFIN:ZDB-GENE-070117-52	asm	assam
ZFIN:ZDB-GENE-080220-43	asmt	acetylserotonin O-methyltransferase
ZFIN:ZDB-GENE-040426-1091	asns	asparagine synthetase
ZFIN:ZDB-GENE-040912-102	aspdh	aspartate dehydrogenase domain containing
ZFIN:ZDB-GENE-070820-14	aspg	asparaginase homolog (S. cerevisiae)
ZFIN:ZDB-GENE-050208-620	aspm	assembly factor for spindle microtubules
ZFIN:ZDB-GENE-041105-7	aspn	asporin (LRR class
ZFIN:ZDB-GENE-110720-1	aspolin	aspolin
ZFIN:ZDB-GENE-050417-31	aspscr1	ASPSCR1 tether for SLC2A4, UBX domain containing
ZFIN:ZDB-GENE-060503-520	aste1a	asteroid homolog
ZFIN:ZDB-GENE-050320-140	astn1	astrotactin
ZFIN:ZDB-GENE-091116-9	asxl1	ASXL transcriptional regulator
ZFIN:ZDB-GENE-080925-3	asy	asynergy
ZFIN:ZDB-GENE-030616-593	atad1a	ATPase family AAA domain containing
ZFIN:ZDB-GENE-070705-185	atcaya	ATCAY kinesin light chain interacting caytaxin a
ZFIN:ZDB-GENE-070410-12	ate1	arginyltransferase
ZFIN:ZDB-GENE-051030-72	atg10	ATG10 autophagy relatedhomolog (S. cerevisiae)
ZFIN:ZDB-GENE-051030-36	atg101	autophagy related
ZFIN:ZDB-GENE-071205-7	atg12	ATG12 autophagy relatedhomolog (S. cerevisiae)
ZFIN:ZDB-GENE-040426-1149	atg13	ATG13 autophagy relatedhomolog (S. cerevisiae)
ZFIN:ZDB-GENE-050417-401	atg16l1	ATG16 autophagy relatedlike 1 (S. cerevisiae)
ZFIN:ZDB-GENE-040801-149	atg5	ATG5 autophagy relatedhomolog (S. cerevisiae)
ZFIN:ZDB-GENE-030131-1633	atg7	ATG7 autophagy relatedhomolog (S. cerevisiae)
ZFIN:ZDB-GENE-070209-65	atg9a	ATG9 autophagy relatedhomolog A (S. cerevisiae)
ZFIN:ZDB-GENE-011212-4	atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
ZFIN:ZDB-GENE-070117-2150	atl	atlantis
ZFIN:ZDB-GENE-030131-8003	atl1	atlastin GTPase
ZFIN:ZDB-GENE-040809-1	atm	ATM serine/threonine kinase
ZFIN:ZDB-GENE-030131-426	atn1	atrophin
ZFIN:ZDB-GENE-990415-17	atoh1a	atonal bHLH transcription factor
ZFIN:ZDB-GENE-050419-204	atosa	atos homolog A
ZFIN:ZDB-GENE-120720-2	atox1	antioxidantcopper chaperone
ZFIN:ZDB-GENE-040426-2804	atp13a1	ATPase1
ZFIN:ZDB-GENE-120521-1	atp13a3	ATPase3
ZFIN:ZDB-GENE-070410-102	atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
ZFIN:ZDB-GENE-030711-3	atp6v1ba	ATPase, H+ transporting, lysosomal, V1 subunit B, member a
ZFIN:ZDB-GENE-041114-90	atpsckmt	fATP synthase c subunit lysine N-methyltransferase
ZFIN:ZDB-GENE-070912-458	atr	ATR serine/threonine kinase
ZFIN:ZDB-GENE-040724-177	atraid	all-trans retinoic acid-induced differentiation factor
ZFIN:ZDB-GENE-090312-21	atrn	attractin
ZFIN:ZDB-GENE-081028-60	atrnl1a	attractin-like
ZFIN:ZDB-GENE-030912-11	atrx	ATRX chromatin remodeler
ZFIN:ZDB-GENE-060503-180	atxn10	ataxin
ZFIN:ZDB-GENE-090908-1	atxn1l	ataxinlike
ZFIN:ZDB-GENE-040801-95	auh	AU RNA binding protein/enoyl-CoA hydratase
ZFIN:ZDB-GENE-030131-3375	aup1	AUP1 lipid droplet regulating VLDL assembly factor
ZFIN:ZDB-GENE-040801-161	aurka	aurora kinase A
ZFIN:ZDB-GENE-070117-38	aus	aussicht
ZFIN:ZDB-GENE-140205-1	avd	avidin
ZFIN:ZDB-GENE-041001-171	aven	apoptosis, caspase activation inhibitor
ZFIN:ZDB-GENE-060421-6683	avil	advillin
ZFIN:ZDB-GENE-060825-261	avl9	AVL9 homolog (S. cerevisiase)
ZFIN:ZDB-GENE-070117-2167	awa	awayuki
ZFIN:ZDB-GENE-050208-341	axdnd1	axonemal dynein light chain domain containing
ZFIN:ZDB-GENE-000403-2	axin2	axin(conductin, axil)
ZFIN:ZDB-GENE-100812-8	axl	AXL receptor tyrosine kinase
ZFIN:ZDB-GENE-040426-2097	azi2	5-azacytidine induced
ZFIN:ZDB-GENE-050417-20	azin1a	antizyme inhibitor
ZFIN:ZDB-GENE-980526-88	b2m	beta-2-microglobulin
ZFIN:ZDB-GENE-040426-2136	b2ml	beta-2-microglobulin, like
ZFIN:ZDB-GENE-050522-358	b3galnt2	beta-1,3-N-acetylgalactosaminyltransferase
ZFIN:ZDB-GENE-080722-3	b3galt10.1	beta-1,3-galactosyltransferase tandem duplicate 1
ZFIN:ZDB-GENE-120215-203	b3galt1a	UDP-Gal:betaGlcNAc beta3-galactosyltransferase, polypeptide 1a
ZFIN:ZDB-GENE-101104-13	b3galt6	UDP-Gal:betaGal beta3-galactosyltransferase polypeptide 6
ZFIN:ZDB-GENE-050419-21	b3gat1a	beta-1,3-glucuronyltransferase(glucuronosyltransferase P) a
ZFIN:ZDB-GENE-110411-147	b3glcta	betaglucosyltransferase a
ZFIN:ZDB-GENE-090312-192	b3gnt2a	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase
ZFIN:ZDB-GENE-070112-1462	b4galnt1a	beta-1,4-N-acetyl-galactosaminyl transferase
ZFIN:ZDB-GENE-061013-84	b4galt1l	DP-Gal:betaGlcNAc beta4- galactosyltransferase, polypeptide 1, like
ZFIN:ZDB-GENE-040727-3	b4galt7	xylosylprotein beta4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)
ZFIN:ZDB-GENE-121001-5	b4gat1	beta-1,4-glucuronyltransferase
ZFIN:ZDB-GENE-050522-467	b9d1	B9 protein domain
ZFIN:ZDB-GENE-040901-4	ba1l	ba1 globin, like
ZFIN:ZDB-GENE-081022-24	baalca	BAALC binder of MAP3K1 and KLF4 a
ZFIN:ZDB-GENE-040808-6	babam1	BRISC and BRCA1 A complex member
ZFIN:ZDB-GENE-040426-1835	bace1	beta-secretase
ZFIN:ZDB-GENE-060421-7601	bach1a	BTB and CNC homology basic leucine zipper transcription factor 1 a
